company_id,company_name,data_source,description,website,company_type,followers,rolodex_company_id,colourcoats_bigin_id,metalia_bigin_id,phone,project_types,address_street,address_city,address_state,address_postal_code,address_country,headquarter_city,headquarter_state,headquarter_country,workspace_id,linkedin_description,logo_url,facebook_slug,linkedin_slug,x_slug,instagram_slug,country_code,phone_number,arr_estimate,number_of_employees,rolodex_id
17b6298d-9918-4655-8d66-7aa0850bdf95,Arkhitektons,ColourcoatsBigin,,,,,52f1d139-39bd-48c5-86c8-f998168e49e3,1005878000000436375,,,,,,,,,,,,,,,,,,,,,,,
00431a4b-1bc0-400f-a1b9-e72fea94fdc7,Arshad,ColourcoatsBigin,,,,,31b03ba3-5b13-43f7-828d-f551e94aba06,1005878000000436376,,,,,,,,,,,,,,,,,,,,,,,
5f521f50-0dbc-4bab-aeaa-e8cd4cd1ee9e,Atelier Ashiesh Shah,ColourcoatsBigin,,https://atelierashieshshah.com/,,,,1005878000000436377,,,,,,,,,,,,,,,,,,,,,,,
44497024-31ae-4216-bc8e-624618d1a89e,Atelier Design N Domain,ColourcoatsBigin,,,,,7ba4409c-7315-4d51-a84e-33fdf0db9c4e,1005878000000436378,,,,,,,,,,,,,,,,,,,,,,,
34072b0c-3b3c-4816-b3b4-2baa87e0b360,Atozdesigns,ColourcoatsBigin,,,,,abd43e40-4f92-4177-ad09-06100fca2235,1005878000000436379,,,,,,,,,,,,,,,,,,,,,,,
c230c361-0643-4f35-be73-a7d8e027d997,Atrey & Associates,ColourcoatsBigin,,https://atreydesign.com/,,,,1005878000000436380,,,,,,,,,,,,,,,,,,,,,,,
27e6f9a3-b78e-43de-b1e5-c38a8230f8e7,Aum Architects,ColourcoatsBigin,,,,,15d84d00-07c1-44c6-af09-5a93d1477851,1005878000000436381,,,,,,,,,,,,,,,,,,,,,,,
815ba710-f266-476e-974a-331483d40829,Aver Innscape Design Studio,ColourcoatsBigin,,,,,d4b363e0-c97d-480a-a914-1a62e45f7b48,1005878000000436382,,,,,,,,,,,,,,,,,,,,,,,
95e16923-12e4-465e-9321-85f5cd1a25f3,Avn Architects,ColourcoatsBigin,,,,,9ea0a9e5-00cf-4689-95d5-b2b4ff76f35e,1005878000000436383,,,,,,,,,,,,,,,,,,,,,,,
5d92d244-35e5-45c7-8d1a-a0ec12d2856c,Avvo Architects,ColourcoatsBigin,,,Architects,,4373b407-36e7-4959-a3f2-89719b5c9748,1005878000000436384,,,,,,,,,,,,,,,,,,,,,,,
d0dfcee7-d4bb-4837-b7b7-78c03aef9a97,Awchat & Olsen Design,ColourcoatsBigin,,,,,d1b37c3c-1ca0-483e-af61-ea09f2ead545,1005878000000436385,,,,,,,,,,,,,,,,,,,,,,,
f37f9523-0b1b-4da0-a655-9d1a07602364,Azure Interiors,ColourcoatsBigin,,,,,ed0dbdb7-04ea-4042-9535-11e012d10cb8,1005878000000436386,,,,,,,,,,,,,,,,,,,,,,,
40a2ec30-118a-42cc-a156-5fc302ad2509,Baijul Rathod,ColourcoatsBigin,,,,,73c426ce-b3d0-41b2-a5b0-af5204830785,1005878000000436387,,,,,,,,,,,,,,,,,,,,,,,
7584e616-ff4f-41b5-87e7-ff4e99027b1d,Balraj Thethi Design,ColourcoatsBigin,,,,,b35da42e-b020-4ece-a96d-4d478a178df9,1005878000000436388,,,,,,,,,,,,,,,,,,,,,,,
4214e9f3-7cdf-4f81-9db8-07811c4ef2b8,Bhavan Jacob,ColourcoatsBigin,,,,,b17ed8e0-e2b9-47e6-9979-a58d865da626,1005878000000436389,,,,,,,,,,,,,,,,,,,,,,,
e55e7c15-dadc-4d53-98ce-2b53268b8a57,Bhoomi Mistry Design,ColourcoatsBigin,,,,,3a38bc1c-59e6-4b1b-8e61-1081dabb598c,1005878000000436390,,,,,,,,,,,,,,,,,,,,,,,
bdb6bf55-468d-4403-aced-363a4b0c594d,Bhumika Rajda Design Studio,ColourcoatsBigin,,,Interior Designers,,,1005878000000450051,,,['Residential'],,,,,,,,,,,,,,,,,,,,
a13f7309-dee8-4671-a383-da33775f5e6e,Bobby Mujherjee Associates,ColourcoatsBigin,,,,,a8d58630-60b2-4a98-b6ce-8c558c0797d7,1005878000000436391,,,,,,,,,,,,,,,,,,,,,,,
624fc3c8-2077-4a38-8ec9-021150da3353,Bombay Design Studio,ColourcoatsBigin,,,,,b815f131-b607-4650-b081-c2de773e9622,1005878000000436392,,,,,,,,,,,,,,,,,,,,,,,
12132d1b-8642-4d8f-957c-997e16b538d6,Brio,ColourcoatsBigin,,,,,e72aa2a3-4783-428d-a789-0afa5cf67b6b,1005878000000436393,,,,,,,,,,,,,,,,,,,,,,,
b6462d2f-fb9c-4277-b2fd-75686b212705,Cadence,ColourcoatsBigin,,,,,88ecc4d6-557f-4e15-9ce3-59958d693c4f,1005878000000436394,,,,,,,,,,,,,,,,,,,,,,,
2eab2c47-718b-49ed-b990-00a739cd2c6c,Capl,ColourcoatsBigin,,,,,2b0adf2a-e564-409f-91cf-5ea2f1e53835,1005878000000436395,,,,,,,,,,,,,,,,,,,,,,,
f47e6364-93ac-4283-82ac-4ab5a8ba31b8,Chandak Group,ColourcoatsBigin,,,,,9b6edf8c-dbc8-4541-89fe-c4896f642f45,1005878000000436396,,,,,,,,,,,,,,,,,,,,,,,
fa09529a-07a7-4d64-a65f-653d1366cdd5,Charu Designer,ColourcoatsBigin,,,,,f5ead869-5298-41be-aeeb-d106ef41bc7a,1005878000000436397,,,,,,,,,,,,,,,,,,,,,,,
599bfc0f-1112-4222-a1de-936ce6fc9bf9,Chicago Studio,ColourcoatsBigin,,,,,4d0b3c98-1842-47c3-bda2-84e00759038b,1005878000000436398,,,,,,,,,,,,,,,,,,,,,,,
8d4e393c-d4a6-40c3-854d-c18bd0d718e7,Cityspace' 82 Architects,ColourcoatsBigin,,,,,595453fb-ebff-4fe7-b7c8-6653ff5bb676,1005878000000436399,,,,,,,,,,,,,,,,,,,,,,,
1180bff9-9fb1-40ad-ac70-272e4e4f8bf3,Colabcompany,ColourcoatsBigin,,,,,d3bf40a0-485d-46bb-90d8-793773e25c52,1005878000000436400,,,,,,,,,,,,,,,,,,,,,,,
721c572e-31a4-432d-9f74-31c75cb87c4b,Collective Project,ColourcoatsBigin,,https://collective-project.com/,,,,1005878000000436401,,,,,,,,,,,,,,,,,,,,,,,
57eb08bc-9969-484f-92b4-45d79e6b2a8c,Concept Concelio,ColourcoatsBigin,,,,,,1005878000000436402,,,,,,,,,,,,,,,,,,,,,,,
8bfe4324-a0f5-4ba9-9539-e7c6ce3fb5c3,D Design Space - Dinesh Jangid,ColourcoatsBigin,,,,,,1005878000000436403,,,,,,,,,,,,,,,,,,,,,,,
f1895ea9-c214-4906-853b-aa23cc355c32,DRISHTI ARCHITECTS AND INTERIOR DESIGNERS,ColourcoatsBigin,,https://www.drishtiarchitects.com/,,,1dc513d6-334b-4bad-b76a-f146ac3c025a,1005878000000436420,,,,,,,,,,,,,,,,,,,,,,,
5508c6ba-7896-4ba1-afd8-788e69b0bef0,DWG Design,ColourcoatsBigin,,https://dwgdesign.in/,,,2f8b6af3-e071-4c0c-9ed0-1418f6a45bd0,1005878000000436422,,,,,,,,,,,,,,,,,,,,,,,
1122f42d-713f-4541-b9eb-c24216ee332a,Deepti Khanna,ColourcoatsBigin,,,,,9a1dd45a-5c4b-4ec7-a2fb-0919f40672d3,1005878000000436404,,,,,,,,,,,,,,,,,,,,,,,
284d9c18-a401-4d90-a9cf-c1387bab2ad1,Des. Drashti,ColourcoatsBigin,,,,,a3b0c8a1-7534-4905-b564-6c496a7c4777,1005878000000436405,,,,,,,,,,,,,,,,,,,,,,,
2a63e0e6-814d-42ed-bcee-7c4e56ee2183,Des.Dhwani Vaghani,ColourcoatsBigin,,,,,54583dc4-b983-4f00-b219-56c789588577,1005878000000436406,,,,,,,,,,,,,,,,,,,,,,,
021fdca0-217e-46a9-883c-5efdb61853c0,Design Alchemy,ColourcoatsBigin,,,,,fe8513c6-833f-439a-aadb-ab6f93a2b2dd,1005878000000436407,,,,,,,,,,,,,,,,,,,,,,,
e659d68f-6651-4bb2-a112-e643b637cdf3,Design Atelier - Nikhil Agarwal,ColourcoatsBigin,,https://www.design-atelier.co.in/,,,,1005878000000436408,,,,,,,,,,,,,,,,,,,,,,,
4d552dd5-3979-4042-b9ac-e46282c3b789,Design Matters,ColourcoatsBigin,,,,,f264405d-d02f-4934-831d-4f4b08b7a325,1005878000000436409,,,,,,,,,,,,,,,,,,,,,,,
a278f41a-2480-4229-9ebe-911d83f7b740,Designskope,ColourcoatsBigin,,,,,fb0367f6-bc09-4380-84d2-b0b0597cda20,1005878000000436411,,,,,,,,,,,,,,,,,,,,,,,
91911c67-b6fa-46d8-bca7-83f4cf203d6c,Devang Patel Designer,ColourcoatsBigin,,,,,bcc4cb54-b7ad-4dc6-b254-5e46052e1ffa,1005878000000436412,,,,,,,,,,,,,,,,,,,,,,,
597b1ef0-362b-4d3a-aad4-0380f4b4d48b,Devotie Home,ColourcoatsBigin,,,,,a1f104cf-f8b7-491a-972a-0e774b9ae9d2,1005878000000436413,,,,,,,,,,,,,,,,,,,,,,,
fd9b6028-48db-41b0-ae34-fcf8b33e1cee,Dharyaa Designs,ColourcoatsBigin,,,,,4b10943c-1c2a-4dfe-9d7b-b99cb146fa2b,1005878000000436414,,,,,,,,,,,,,,,,,,,,,,,
85397c84-64b2-4dc2-bf42-c1aa300383ee,Dig Architects,ColourcoatsBigin,,,,,488760aa-5967-4214-912c-c2767379b6a4,1005878000000436415,,,,,,,,,,,,,,,,,,,,,,,
0dea75a1-e62c-4336-b251-e2767f493094,Dimension Interiors,ColourcoatsBigin,,,,,4c67a566-c2a1-42ed-9cef-9bbc617292a5,1005878000000436416,,,,,,,,,,,,,,,,,,,,,,,
96694196-29a6-4b8a-a9a5-787eee8f5b78,Dimenssion,ColourcoatsBigin,,,,,,1005878000000436417,,,,,,,,,,,,,,,,,,,,,,,
bbc0f28a-dd8d-4424-81da-d4db58a07744,Dipttii Khanna Designs,ColourcoatsBigin,,,,,257579fc-1f46-4f12-a4be-1e3d6673d92f,1005878000000436418,,,,,,,,,,,,,,,,,,,,,,,
b156bcf9-1fbd-470b-915a-c3a2b00b0546,Dvvar Interiors Pvt. Ltd.,ColourcoatsBigin,,,,,,1005878000000436421,,,,,,,,,,,,,,,,,,,,,,,
1a360630-fe2b-4cd9-8625-db8e200a6b7e,Earthy Shades Design Studio,ColourcoatsBigin,,https://www.earthyshades.com/,,,6952fe77-013e-4867-a496-4eec713c2509,1005878000000436423,,,,,,,,,,,,,,,,,,,,,,,
03331589-977e-4917-b616-89bb6bda6149,Ease Interior Hetal Ma'Am,ColourcoatsBigin,,,,,9e0d4189-cecc-4d78-9620-91576aa939bd,1005878000000436424,,,,,,,,,,,,,,,,,,,,,,,
c55bf076-a72b-495a-b87d-0a031918d11c,Edifice Consultants Pvt. Ltd.,ColourcoatsBigin,,,,,3ef8663e-2aa4-480b-856a-7892fdb0ade8,1005878000000436425,,,,,,,,,,,,,,,,,,,,,,,
b2b1c65d-849f-4e4b-b8c0-cfbfe90c12da,Eesha,ColourcoatsBigin,,,,,77e9efd9-4fdb-4d77-814e-a918f6587228,1005878000000436426,,,,,,,,,,,,,,,,,,,,,,,
aed465d0-8211-470b-9904-189732d36b4e,Eisa Associates,ColourcoatsBigin,,,,,a0ba9104-9eaa-491a-a784-986b1349a9af,1005878000000436427,,,,,,,,,,,,,,,,,,,,,,,
a8364609-8c6f-4e30-a538-3cc54ce2145b,Ekta & Dinesh,ColourcoatsBigin,,,,,ef015c94-3f1a-4811-86a8-f99da8fbb411,1005878000000436428,,,,,,,,,,,,,,,,,,,,,,,
13c6eb0a-e395-4e1f-94d8-71dfa1ba62a5,Ekta & Jinesh,ColourcoatsBigin,,,,,2553d7b0-cc6a-481d-8240-d8d0e9e495a7,1005878000000436429,,,,,,,,,,,,,,,,,,,,,,,
23509918-fcd5-4875-8e80-563c6d663d35,Eliza Bnagalore,ColourcoatsBigin,,,,,44b725ff-f58a-404d-8145-7713056574ae,1005878000000436430,,,,,,,,,,,,,,,,,,,,,,,
cf11ba54-aba0-4b39-a0c0-b61114858d70,Elm Design,ColourcoatsBigin,,,,,0976d90b-70e9-4d8d-9f66-32a2d53ac115,1005878000000436431,,,,,,,,,,,,,,,,,,,,,,,
53c23d66-dd40-4d0c-8647-efc07b4e0054,Esajees Atelier,ColourcoatsBigin,,,,,e5b9a401-a15e-499d-acee-b49460b47079,1005878000000436432,,,,,,,,,,,,,,,,,,,,,,,
ccf62f6a-3d39-41cc-882a-830e6e064cf8,FAQUIH AND ASSOCIATES,ColourcoatsBigin,,https://faa-india.com/,,,54e40f64-f57a-4e9f-a182-823427a15051,1005878000000436435,,,,,,,,,,,,,,,,,,,,,,,
9266a98a-1a0e-40e4-8c68-8ac72628ad1d,FSND,ColourcoatsBigin,,,,,c644d887-68b9-44c5-ad92-a5371d312d37,1005878000000436439,,,,,,,,,,,,,,,,,,,,,,,
03ac6eed-d85b-4f34-9845-186503f384c8,Fabio/Maya/Goel Woodcraft,ColourcoatsBigin,,,,,3d9b7892-ac2f-485d-9bae-96d10874387d,1005878000000436433,,,,,,,,,,,,,,,,,,,,,,,
e1a87dbc-4ae8-4cb3-a436-31812202fab0,Fadd Design Studio,ColourcoatsBigin,,,,,b769c54c-aa7b-41e4-a941-bce74e51155d,1005878000000436434,,,,,,,,,,,,,,,,,,,,,,,
09fbb243-0ad9-439c-ac32-2f7578b1b59a,Firoza Kavrana,ColourcoatsBigin,,,,,7a7e8c1b-2997-4dcf-8a12-ab6d3b1da2b4,1005878000000436436,,,,,,,,,,,,,,,,,,,,,,,
3e2508ca-5000-4722-9efa-e9b2b28477f5,Fk Interiors & Design,ColourcoatsBigin,,,,,,1005878000000436437,,,,,,,,,,,,,,,,,,,,,,,
d116d130-3224-4e6b-9719-18028767a9ae,Freelancer,ColourcoatsBigin,,,,,891a3900-285b-43d5-b9b9-b1ab2ce33390,1005878000000436438,,,,,,,,,,,,,,,,,,,,,,,
afdb5266-bf5d-4555-b3fa-3f56fe88a079,Fusion Flair,ColourcoatsBigin,,,,,5b05860f-4bcd-4320-9017-d4b839676ee9,1005878000000436440,,,,,,,,,,,,,,,,,,,,,,,
10c31847-5d29-4eea-a800-4a5228920684,G A Designs,ColourcoatsBigin,,,,,23a421c1-cc25-4a55-9a26-8eaa05ba52e4,1005878000000436441,,,,,,,,,,,,,,,,,,,,,,,
38d3eebe-4256-4e67-b2d5-f490a29a51d7,Ga Designs,ColourcoatsBigin,,,,,f28e43ca-7140-4ebe-8612-79479e0186bc,1005878000000436442,,,,,,,,,,,,,,,,,,,,,,,
4857177e-5620-4de9-a936-5ce97bda12a3,Garnet Interiors,ColourcoatsBigin,,https://www.garnetid.com/home/,,,24caf579-702e-4586-916b-7631d643cc41,1005878000000436443,,,,,,,,,,,,,,,,,,,,,,,
75f0eea9-d462-4176-a46b-01d04a94cefc,Gauri Khan Designs,ColourcoatsBigin,,https://www.gaurikhan.in/,,,5790eda1-d58a-4f58-ae0a-a1cb25d06850,1005878000000436444,,,,,,,,,,,,,,,,,,,,,,,
2342cd07-1917-495c-ae14-b054922db083,Gayathri & Namith Architects,ColourcoatsBigin,,,Architects,,413858e9-0082-4e3f-8bdd-4fca298fa111,1005878000000436445,,,,,,,,,,,,,,,,,,,,,,,
5cc3f93c-4147-46d0-9084-c13b5b841619,Gurham Design Neel,ColourcoatsBigin,,,,,aba4df84-77ab-40f5-b862-d80538b4c3a4,1005878000000436447,,,,,,,,,,,,,,,,,,,,,,,
ff91efe0-a8b4-4997-8b9d-8613250fe6ce,Gz Arcs,ColourcoatsBigin,,,,,9ca707d2-182c-4b46-afc3-67cbb482f31c,1005878000000436448,,,,,,,,,,,,,,,,,,,,,,,
bbd15af5-c949-4dcf-b03c-2043e1da5085,H S Design,ColourcoatsBigin,,,,,485c72c5-f99e-4f43-84ae-574d1879975b,1005878000000436449,,,,,,,,,,,,,,,,,,,,,,,
05a75dbf-5f72-479a-9220-2d9a27960aa4,Hardik Bhai Architect,ColourcoatsBigin,,,,,0580cead-be92-4ac3-b34e-1310191aecdc,1005878000000436450,,,,,,,,,,,,,,,,,,,,,,,
0f97ef3e-32e8-45b1-b804-bd0a653197c0,Harsh Porwal Architect,ColourcoatsBigin,,,,,df7ee045-9603-4215-b1e7-74fa8cae1e47,1005878000000436451,,,,,,,,,,,,,,,,,,,,,,,
41ef67e4-a749-43dc-aa91-9f9e8783e33b,Harshita Dhankali,ColourcoatsBigin,,,,,89ef4e20-047d-478c-9728-696525350447,1005878000000436452,,,,,,,,,,,,,,,,,,,,,,,
68bd4552-a463-4e12-924f-5692d369b5d2,Heena Ansari,ColourcoatsBigin,,,,,040df33a-82de-427b-b263-4b791719139f,1005878000000436453,,,,,,,,,,,,,,,,,,,,,,,
ebdda6e9-1e5c-43d1-9479-89fe5e85987d,Hemant Vora Designer,ColourcoatsBigin,,,,,1df08d8d-d6b1-4f9f-a1d2-9f5d55dd4e4b,1005878000000436454,,,,,,,,,,,,,,,,,,,,,,,
0698308e-da00-4c26-b41a-17dc602363c9,Himanshi Designer,ColourcoatsBigin,,,,,1344527d-c570-4a01-966a-9ee4677c6507,1005878000000436455,,,,,,,,,,,,,,,,,,,,,,,
f53ea23e-3f4a-4b0d-8e1a-26d6927769ef,Hiral Jobalia Studio,ColourcoatsBigin,,https://hiraljobalia.com/,,,ab209637-814a-4977-8203-82b90848df5d,1005878000000436456,,,,,,,,,,,,,,,,,,,,,,,
10411e87-0570-4c74-a0b9-c9e68dabb086,Hiren Patel Architects,ColourcoatsBigin,,,Architects,,c319dbfa-e0c4-433d-8a72-cc2b4e1aa1e7,1005878000000436457,,,,,,,,,,,,,,,,,,,,,,,
077cde9c-e038-4f7b-978d-369d98687ffe,House Of Mistry,ColourcoatsBigin,,,,,2728edd4-7963-41f5-8bcd-49777bfd3bd2,1005878000000436458,,,,,,,,,,,,,,,,,,,,,,,
bc16c6d8-c31b-4594-829a-99a4052ed6a8,Idesignyou,ColourcoatsBigin,,,,,e51e258b-2ffb-4574-9822-60fbd599a5cc,1005878000000436459,,,,,,,,,,,,,,,,,,,,,,,
6e7ebef8-11a3-45e2-bf84-f8a7c0bb09b3,Interface By Kunal Barve,ColourcoatsBigin,,https://interfacearchitects.in/,,,,1005878000000436460,,,,,,,,,,,,,,,,,,,,,,,
72527e34-a0c1-4f3c-be73-306e35949b10,Interics Design Consultants - Rajiv Shroff & Associates,ColourcoatsBigin,,,,,57686dfb-436c-4894-ba6b-613b63cbe9e3,1005878000000436461,,,,,,,,,,,,,,,,,,,,,,,
32ae1576-40eb-4b95-9155-67d5a88e0c93,Interics Design Studio,ColourcoatsBigin,,https://interics.net/,,,,1005878000000436462,,,,,,,,,,,,,,,,,,,,,,,
4241207f-dd22-485c-8349-af2f896183de,Interiors By J,ColourcoatsBigin,,,,,,1005878000000436463,,,,,,,,,,,,,,,,,,,,,,,
eccdfff3-5277-4e49-be59-e57707d8c393,Interscapes Design,ColourcoatsBigin,,,,,7a116a51-61c5-4f28-84a0-6be85ea8e5e0,1005878000000436464,,,,,,,,,,,,,,,,,,,,,,,
f20dda0a-d8d0-486f-8bce-ae4472f7f302,Istudio,ColourcoatsBigin,,,,,88439049-bbc3-412c-9a04-aee8e43b3196,1005878000000436466,,,,,,,,,,,,,,,,,,,,,,,
c2885e2e-f214-40b0-aadc-fc21957bb994,JAD Studio,ColourcoatsBigin,,,Interior Designers,,,1005878000000450040,,9619661515,,,,,,,,,,,,,,,,,,9619661515,,,
5f32bebe-dbff-4469-b746-b3ec22a541b7,Jkin,ColourcoatsBigin,,,,,855b6bc6-7f85-4fbe-8fd5-cdf628606679,1005878000000436467,,,,,,,,,,,,,,,,,,,,,,,
20fd46ea-006c-4b27-85dc-073ade52a9e5,Jtcpl Designs,ColourcoatsBigin,,,,,e35cdc0a-36f9-4d34-8a0a-e0dd5fe7d8bb,1005878000000436468,,,,,,,,,,,,,,,,,,,,,,,
b0a3eac4-5cdc-48dc-b8d4-777afea394a6,Jugal Mistry Associates,ColourcoatsBigin,,,,,,1005878000000436469,,,,,,,,,,,,,,,,,,,,,,,
9c1d74eb-911e-4bf2-be77-7c36e34286db,Junto Creative,ColourcoatsBigin,,,,,ccc4e52c-b2b9-4cf1-a034-3f33d9ce0b1c,1005878000000436470,,,,,,,,,,,,,,,,,,,,,,,
fc2c2472-ac5f-4ebf-89f2-a2e67e06153d,Jw Design,ColourcoatsBigin,,,,,ac412ddd-d4fe-45dc-8fe8-3743441eec1d,1005878000000436471,,,,,,,,,,,,,,,,,,,,,,,
4711493b-24e7-49d8-baf8-6d1c1d78e66e,Kanu Mewada & Associates,ColourcoatsBigin,,,,,07975684-4272-4888-8328-a5bd135124a3,1005878000000436472,,,,,,,,,,,,,,,,,,,,,,,
f229e100-1c3c-46d2-a8ec-b94c52f4428b,Kaviar:Collaborative,ColourcoatsBigin,,,,,71dc883e-123c-457c-919a-4a2502a9cdac,1005878000000436473,,,,,,,,,,,,,,,,,,,,,,,
290063c0-909a-4343-b9ba-dd56d455c00e,Kavita Pankaj Associates,ColourcoatsBigin,,,,,1df4e9a7-8801-4d06-8865-a7114ccf5971,1005878000000436474,,,,,,,,,,,,,,,,,,,,,,,
38efea9c-2ae4-46bc-8aeb-7e6a253ef7f6,Kcl Ketan Sir,ColourcoatsBigin,,,,,8f872c38-2c18-493f-b6f8-74bf6b37fe39,1005878000000436475,,,,,,,,,,,,,,,,,,,,,,,
53e42a4e-f039-4ea2-ba04-98f3982ed9a0,Kdad,ColourcoatsBigin,,,,,971ea808-a63e-4966-a75f-ec965824a148,1005878000000436476,,,,,,,,,,,,,,,,,,,,,,,
4ad1df2c-13ad-43e2-9e4f-0b1c634153a5,Keyur Designer,ColourcoatsBigin,,,,,f59c8f00-3e59-43fc-9b8e-db5ee1781b43,1005878000000436477,,,,,,,,,,,,,,,,,,,,,,,
fa723fde-b4aa-42c3-8266-eb42f5b2a4a9,Khuslani Associates,ColourcoatsBigin,,,,,dcecc526-3b5b-4bea-8668-82596543331a,1005878000000436478,,,,,,,,,,,,,,,,,,,,,,,
